m,v,gv,sp,diff
1,-3.141592653589793,-1.7032931271731178,-1.6972719783428585,0.006021148830259282
2,-3.141592653589793,1.1493966183296984,1.1493803484472853,1.6269882413100234e-05
3,-3.141592653589793,-1.1494202896993424,-1.1494046457210407,1.5643978301671524e-05
4,-3.141592653589793,0.9286613866109381,0.9286355177121647,2.5868898773429017e-05
5,-3.141592653589793,-0.9336327320040376,-0.9336076178102523,2.5114193785369388e-05
6,-3.141592653589793,0.6778662031549584,0.6778274441093768,3.8759045581593377e-05
7,-3.141592653589793,-0.8075439193687034,-0.8075180645137154,2.585485498796114e-05
9,-3.141592653589793,-0.8303092939607121,-0.8302931355474967,1.6158413215339174e-05
10,-3.141592653589793,0.8587345195666491,0.8587199503101979,1.4569256451268942e-05
11,-3.141592653589793,-0.884021730960525,-0.884006000134695,1.5730825830062578e-05
12,-3.141592653589793,0.9021722066438286,0.9021562212026204,1.5985441208177242e-05
13,-3.141592653589793,-0.9162570871831189,-0.9162409463393372,1.6140843781764502e-05
14,-3.141592653589793,0.9274376682002732,0.9274214557103743,1.621248989891466e-05
15,-3.141592653589793,-0.9364927057774463,-0.9364764634957268,1.6242281719480722e-05
16,-3.141592653589793,0.9439417582626949,0.9439255094797813,1.624878291361931e-05
17,-3.141592653589793,-0.9501494559571875,-0.9501332135973914,1.624235979602595e-05
18,-3.141592653589793,0.9553799514558076,0.9553637225342755,1.6228921532079887e-05
19,-3.141592653589793,-0.9598294490669393,-0.9598132371484576,1.621191848177883e-05
20,-3.141592653589793,0.9636466498184479,0.9636304564204801,1.6193397967878553e-05
21,-3.141592653589793,-0.9669461627294442,-0.9669299881710804,1.6174558363779568e-05
22,-3.141592653589793,0.9698175993346628,0.9698014432071684,1.6156127494393324e-05
23,-3.141592653589793,-0.9723319086527135,-0.9723157701312531,1.6138521460318245e-05
24,-3.141592653589793,0.9745458893395103,0.9745297674055968,1.6121933913426645e-05
25,-3.141592653589793,-0.9765054648631825,-0.9764893583801273,1.6106483055167153e-05
26,-3.141592653589793,0.9782480996926787,0.978232007505935,1.6092186743699166e-05
27,-3.141592653589793,-0.9798046076527823,-0.9797885286198719,1.6079032910454316e-05
28,-3.141592653589793,0.9812005225608172,0.981184455566806,1.6066994011243452e-05
29,-3.141592653589793,-0.9824571490206819,-0.9824410930153009,1.605600538101548e-05
30,-3.141592653589793,0.9835923764666566,0.9835763304656284,1.6046001028224843e-05
31,-3.141592653589793,-0.9846213157269715,-0.984605278801648,1.6036925323481555e-05
32,-3.141592653589793,0.9855568011219991,0.9855407724127979,1.602870920114352e-05
33,-3.141592653589793,-0.9864097897623857,-0.9863937684651578,1.6021297227886144e-05
34,-3.141592653589793,0.9871896813932322,0.9871736667608624,1.6014632369776294e-05
1,-3.1390783737549874,-1.7032355301530875,-1.6972145856953236,0.00602094445776391
2,-3.1390783737549874,1.1492103195504437,1.1491940560358258,1.6263514617920194e-05
3,-3.1390783737549874,-1.1492339861360845,-1.1492183484243057,1.5637711778815344e-05
4,-3.1390783737549874,0.928406785303053,0.9283809320229204,2.5853280132603906e-05
5,-3.1390783737549874,-0.9333765470218588,-0.9333514482727502,2.5098749108609653e-05
6,-3.1390783737549874,0.6776232627969083,0.6775845297166556,3.873308025270639e-05
7,-3.1390783737549874,-0.8072459183795441,-0.8072200867460706,2.583163347347206e-05
9,-3.1390783737549874,-0.8299239740299019,-0.829907843052387,1.6130977514960954e-05
10,-3.1390783737549874,0.8582874600087784,0.8582729220554549,1.4537953323512376e-05
11,-3.1390783737549874,-0.8835052958303647,-0.8834896020539086,1.5693776456160435e-05
12,-3.1390783737549874,0.9015814073518805,0.9015654647949899,1.594255689063573e-05
13,-3.1390783737549874,-0.9155860837499662,-0.9155699921040292,1.6091645936966437e-05
14,-3.1390783737549874,0.9266804610517723,0.9266643045427128,1.6156509059506163e-05
15,-3.1390783737549874,-0.9356431855131384,-0.9356270064802794,1.6179032858998355e-05
16,-3.1390783737549874,0.9429937523119054,0.9429775745368072,1.6177775098213942e-05
17,-3.1390783737549874,-0.9490967519384116,-0.9490805888396594,1.6163098752186578e-05
18,-3.1390783737549874,0.9542163108182421,0.9542001699072056,1.614091103652182e-05
19,-3.1390783737549874,-0.9585486154616858,-0.958532500800549,1.611466113682347e-05
20,-3.1390783737549874,0.9622423544818288,0.9622262680861929,1.6086395635883655e-05
21,-3.1390783737549874,-0.9654121280788648,-0.9653960707664107,1.605731245413189e-05
22,-3.1390783737549874,0.9681475414488353,0.9681315133097667,1.6028139068646752e-05
23,-3.1390783737549874,-0.9705195390306175,-0.9705035397392714,1.5999291346102673e-05
24,-3.1390783737549874,0.9725849161787407,0.9725689452159135,1.597096282712762e-05
25,-3.1390783737549874,-0.9743895940094608,-0.9743736507378953,1.5943271565510564e-05
26,-3.1390783737549874,0.9759710353595833,0.975955119124231,1.5916235352242403e-05
27,-3.1390783737549874,-0.9773600529773845,-0.9773441631353307,1.5889842053806724e-05
28,-3.1390783737549874,0.9785821800401843,0.9785663159761391,1.586406404519014e-05
29,-3.1390783737549874,-0.9796587208606063,-0.9796428820239642,1.58388366421347e-05
