m,v,gv,sp,diff
1,-180.0,-1.698329605025299,-1.697271978342856,0.0010576266824429137
2,-180.0,1.149396909991761,1.1493803484472753,1.656154448559377e-05
3,-180.0,-1.149420338921074,-1.149404645721039,1.5693200035027388e-05
4,-180.0,0.9286613921122575,0.9286355177121614,2.587440009615971e-05
5,-180.0,-0.9336327274990185,-0.9336076178102523,2.5109688766233873e-05
6,-180.0,0.6778662033006789,0.6778274441093768,3.875919130214012e-05
7,-180.0,-0.807543919259248,-0.8075180645137138,2.5854745534181767e-05
9,-180.0,-0.8303092939538156,-0.8302931355474977,1.615840631785659e-05
10,-180.0,0.8587345195590192,0.8587199503101927,1.4569248826590275e-05
11,-180.0,-0.8840217309573295,-0.8840060001346927,1.5730822636839115e-05
12,-180.0,0.9021722066472614,0.9021562212026184,1.5985444642985236e-05
13,-180.0,-0.9162570871805179,-0.9162409463393368,1.6140841181067067e-05
14,-180.0,0.9274376681993802,0.9274214557103719,1.621248900829375e-05
15,-180.0,-0.9364927057804948,-0.9364764634957186,1.6242284776257776e-05
16,-180.0,0.9439417582574748,0.9439255094797762,1.6248777698679717e-05
17,-180.0,-0.95014945595783,-0.9501332135973876,1.6242360442397796e-05
18,-180.0,0.9553799514564854,0.9553637225342739,1.6228922211425356e-05
19,-180.0,-0.9598294490689572,-0.9598132371484566,1.621192050060838e-05
20,-180.0,0.9636466498148781,0.9636304564204788,1.6193394399288685e-05
21,-180.0,-0.9669461627267966,-0.966929988171079,1.617455571756299e-05
22,-180.0,0.9698175993396719,0.9698014432071679,1.6156132504052678e-05
23,-180.0,-0.9723319086447956,-0.9723157701312438,1.613851355175555e-05
24,-180.0,0.9745458893381248,0.9745297674055892,1.612193253563987e-05
25,-180.0,-0.9765054648602319,-0.9764893583801243,1.6106480107636045e-05
26,-180.0,0.9782480996889039,0.9782320075059308,1.609218297315973e-05
27,-180.0,-0.979804607655562,-0.9797885286198694,1.6079035692562194e-05
28,-180.0,0.9812005225628416,0.981184455566804,1.6066996037622516e-05
29,-180.0,-0.9824571490180324,-0.9824410930153,1.605600273235641e-05
30,-180.0,0.9835923764693618,0.9835763304656273,1.6046003734504488e-05
31,-180.0,-0.9846213157249585,-0.9846052788016473,1.6036923311202322e-05
32,-180.0,0.9855568011231954,0.9855407724127977,1.6028710397741897e-05
33,-180.0,-0.9864097897638442,-0.9863937684651569,1.602129868727431e-05
34,-180.0,0.9871896813919581,0.9871736667608618,1.6014631096239462e-05
1,-179.8559423769508,-1.698272175847238,-1.6972145856953211,0.0010575901519169761
2,-179.8559423769508,1.1492106111652225,1.1491940560358154,1.6555129407125335e-05
3,-179.8559423769508,-1.1492340353498323,-1.1492183484243041,1.568692552811335e-05
4,-179.8559423769508,0.9284067908028601,0.9283809320229176,2.5858779942544707e-05
5,-179.8559423769508,-0.9333765425180767,-0.9333514482727499,2.50942453268177e-05
6,-179.8559423769508,0.6776232629425719,0.6775845297166554,3.873322591652073e-05
7,-179.8559423769508,-0.8072459182701256,-0.807220086746069,2.583152405655209e-05
9,-179.8559423769508,-0.8299239740230077,-0.8299078430523881,1.6130970619587792e-05
10,-179.8559423769508,0.8582874600011535,0.8582729220554501,1.4537945703385624e-05
11,-179.8559423769508,-0.883505295827168,-0.8834896020539065,1.5693773261493682e-05
12,-179.8559423769508,0.9015814073553153,0.9015654647949884,1.5942560326887012e-05
13,-179.8559423769508,-0.9155860837473659,-0.9155699921040297,1.6091643336269e-05
14,-179.8559423769508,0.9266804610508756,0.9266643045427115,1.6156508164111294e-05
15,-179.8559423769508,-0.9356431855161766,-0.9356270064802716,1.6179035905006245e-05
16,-179.8559423769508,0.9429937523066871,0.9429775745368024,1.617776988471764e-05
17,-179.8559423769508,-0.9490967519390519,-0.9490805888396566,1.6163099395227754e-05
18,-179.8559423769508,0.9542163108189166,0.9542001699072046,1.614091171198151e-05
19,-179.8559423769508,-0.9585486154637014,-0.9585325008005489,1.6114663152544395e-05
20,-179.8559423769508,0.9622423544782631,0.9622262680861928,1.608639207029139e-05
21,-179.8559423769508,-0.965412128076223,-0.9653960707664103,1.605730981268927e-05
22,-179.8559423769508,0.9681475414538339,0.9681315133097665,1.6028144067314898e-05
