m,v,gv,sp,diff
34,-3.008335822345088,-0.17676769306934917,-0.17677225197812307,4.558908773905079e-06
33,-3.005821542510282,0.2258041315278811,0.22580856474345445,4.4332155733628476e-06
34,-3.005821542510282,-0.09205043051764254,-0.09205517360266455,4.743085022004823e-06
33,-3.0033072626754764,0.1442567429758433,0.1442613729769035,4.6300010602129404e-06
34,-3.0033072626754764,-0.006659772431224457,-0.006664666121184301,4.893689959844204e-06
32,-3.0007929828406708,-0.20097518142449525,-0.2009796742209218,4.492796426558421e-06
33,-3.0007929828406708,0.06171507305666268,0.061719869711649174,4.796654986496951e-06
34,-3.0007929828406708,0.07877960514997866,0.0787745968031273,5.008346851353984e-06
32,-2.998278703005865,-0.12155829420074818,-0.12156296921803209,4.675017283906069e-06
33,-2.998278703005865,-0.021251963400144378,-0.02124703253348143,4.9308666629464815e-06
34,-2.998278703005865,0.16364267274269056,0.16363758779604184,5.084946648720168e-06
31,-2.9957644231710594,0.1858859585909654,0.18589048420511753,4.5256141521232696e-06
32,-2.9957644231710594,-0.041353470878118304,-0.04135829916839741,4.828290279104697e-06
33,-2.9957644231710594,-0.10407252266316462,-0.10406749211516932,5.030547995305001e-06
34,-2.9957644231710594,0.24730861987608524,0.24730349820323086,5.121672854380144e-06
31,-2.9932501433362533,0.1087771846807567,0.1087818816925919,4.69701183519744e-06
32,-2.9932501433362533,0.03911940327237369,0.039114452708983435,4.950563390254681e-06
33,-2.9932501433362533,-0.18617577356793977,-0.1861706797117849,5.093856154880783e-06
30,-2.9907358635014476,-0.18062939593356625,-0.18063392958817284,4.5336546065921635e-06
31,-2.9907358635014476,0.03100660170018638,0.031011442628155788,4.840927969408659e-06
32,-2.9907358635014476,0.11933870841429428,0.11933366842750077,5.039986793506368e-06
33,-2.9907358635014476,-0.2669958319652727,-0.2669907127509721,5.11921430063067e-06
30,-2.988221583666642,-0.10595954342589041,-0.10596424121845115,4.697792560737213e-06
31,-2.988221583666642,-0.04695262733792592,-0.046947671811508954,4.955526416966505e-06
32,-2.988221583666642,0.19878447132499044,0.19877937639322354,5.094931766896904e-06
29,-2.9857073038318362,0.18523299722632186,0.18523751491692625,4.517690604388669e-06
30,-2.9857073038318362,-0.030685848420565914,-0.030690684554041423,4.836133475509541e-06
31,-2.9857073038318362,-0.12462619461929325,-0.12462115546765386,5.039151639393835e-06
32,-2.9857073038318362,0.27694173586221565,0.27693662185399487,5.114008220785671e-06
29,-2.9831930239970306,0.11311200720900008,0.11311668504883733,4.6778398372498975e-06
30,-2.9831930239970306,0.044762718576830555,0.04475777155629969,4.947020530866875e-06
31,-2.9831930239970306,-0.20154153330974955,-0.20153644296516518,5.090344584374185e-06
28,-2.9806787441622244,-0.19966671350966309,-0.19967119077242812,4.477262765034684e-06
29,-2.9806787441622244,0.040388567821559085,0.04039338186475664,4.814043197555462e-06
30,-2.9806787441622244,0.11995619343324435,0.11995116447770869,5.028955535654744e-06
31,-2.9806787441622244,-0.2772306927076277,-0.27722558485008386,5.1078575438179286e-06
28,-2.9781644643274188,-0.13020591338442664,-0.13021054969135,4.636306923377909e-06
29,-2.9781644643274188,-0.03254998556366905,-0.03254506077074806,4.924792920989185e-06
30,-2.9781644643274188,0.1944660687225333,0.19446098810997386,5.080612559438258e-06
27,-2.975650184492613,0.22383595706187914,0.2238403677696922,4.410707813068404e-06
28,-2.975650184492613,-0.06009850182892221,-0.060103275210686445,4.773381764237861e-06
