m,v,gv,sp,diff
35,-174.9579831932773,-0.06408880144088518,-0.0640856061328689,3.1953080162766545e-06
34,-174.8139255702281,0.06674667997079019,0.06674349009726022,3.1898735299712433e-06
35,-174.8139255702281,0.023829285243457052,0.02383262332712441,3.338083667359798e-06
33,-174.6698679471789,-0.07443098980631363,-0.0744278144212912,3.1753850224247593e-06
34,-174.6698679471789,-0.018651595751790196,-0.018654925272920696,3.3295211304996963e-06
35,-174.6698679471789,0.11156325415394722,0.11156670867110723,3.4545171600092184e-06
32,-174.52581032412965,0.0871340615305514,0.08713091002143432,3.1515091170747356e-06
33,-174.52581032412965,0.008433707837776628,0.008437021011855379,3.313174078750994e-06
34,-174.52581032412965,-0.10391388452338848,-0.10391732896711453,3.4444437260472416e-06
31,-174.38175270108044,-0.10483928494110291,-0.10483616724164616,3.117699456753331e-06
32,-174.38175270108044,0.006826314075049431,0.006823025528275997,3.288546773434417e-06
33,-174.38175270108044,0.0912404838972175,0.09124391181891316,3.4279216956506486e-06
31,-174.2376950780312,-0.02712602176513333,-0.02712276685183767,3.2549132956589955e-06
32,-174.2376950780312,-0.07352551384321789,-0.07352891811750743,3.404274289547926e-06
30,-174.093637454982,0.05245280834452035,0.05244959701357632,3.211330944032087e-06
31,-174.093637454982,0.05075161426975955,0.05075498684908596,3.3725793264147153e-06
29,-173.94957983193277,-0.08277622839367799,-0.08277307171358425,3.1566800937354866e-06
30,-173.94957983193277,-0.022908334274586134,-0.022911665958890458,3.33168430432379e-06
31,-173.94957983193277,0.12832171513760776,0.12832518414135624,3.469003748479693e-06
29,-173.80552220888356,-0.009999205170432793,-0.009995924923427747,3.2802470050462273e-06
30,-173.80552220888356,-0.09813948613842162,-0.09814291883467456,3.432696252941847e-06
28,-173.66146458583432,0.04793972983785101,0.04793651306218614,3.2167756648729395e-06
29,-173.66146458583432,0.06283083152059281,0.06283421788734316,3.3863667503464256e-06
27,-173.51740696278512,-0.09084335646085588,-0.09084021678774169,3.1396731141886125e-06
28,-173.51740696278512,-0.02239588711392045,-0.022399215393846476,3.328279926027161e-06
29,-173.51740696278512,0.13532775284158008,0.1353312265178105,3.4736762304088398e-06
27,-173.37334933973588,-0.023126518666303702,-0.02312326207774824,3.256588555461404e-06
28,-173.37334933973588,-0.09262082866729887,-0.09262425160856055,3.4229412616826327e-06
26,-173.22929171668667,0.07364348646315565,0.07364031705857864,3.1694045770080947e-06
27,-173.22929171668667,0.044696571073166685,0.04469992966928322,3.3585961165330525e-06
26,-173.08523409363747,0.008385926885459985,0.008382648399135119,3.2784863248664503e-06
27,-173.08523409363747,0.1123143072571231,0.11231775183953069,3.4445824075857168e-06
25,-172.94117647058823,-0.0664937471397514,-0.06649056664758662,3.1804921647726747e-06
26,-172.94117647058823,-0.056907353470731954,-0.056910726981745166,3.3735110132118717e-06
25,-172.79711884753902,-0.0037347161387774395,-0.0037314321782344275,3.2839605430120752e-06
26,-172.79711884753902,-0.12195822981811422,-0.12196168331778137,3.4534996671553575e-06
24,-172.6530612244898,0.06941589588526967,0.06941272222525299,3.173660016675406e-06
25,-172.6530612244898,0.05903902015989608,0.05904239452298107,3.3743630849930595e-06
24,-172.50900360144058,0.009179683284405122,0.009176409742842723,3.27354156239891e-06
25,-172.50900360144058,0.1215802916989781,0.12158374253350555,3.450834527449209e-06
23,-172.36494597839135,-0.08240960466700399,-0.08240645594417471,3.1487228292770286e-06
24,-172.36494597839135,-0.05108983257118365,-0.051093194021146066,3.3614499624148864e-06
23,-172.22088835534214,-0.024724957592894867,-0.024721710816956018,3.246775938849783e-06
24,-172.22088835534214,-0.11117399720760016,-0.11117743382401227,3.4366164121113485e-06
22,-172.0768307322929,0.10544823863011844,0.10544513402911543,3.1046010030150173e-06
23,-172.0768307322929,0.03304204886505372,0.03304538288305083,3.334017997111416e-06
22,-171.9327731092437,0.05036394904808259,0.050360746791044284,3.202257038308065e-06
23,-171.9327731092437,0.09069899095455446,0.09070240071741092,3.4097628564683236e-06
22,-171.7887154861945,-0.004873786249630049,-0.004877076556329524,3.2903066994752553e-06
21,-171.64465786314526,-0.08605593465718041,-0.08605279693906952,3.137718110890475e-06
22,-171.64465786314526,-0.060096672314752624,-0.06010004045067149,3.368135918863091e-06
21,-171.50060024009605,-0.03341372165314366,-0.033410493999747055,3.2276533966021925e-06
22,-171.50060024009605,-0.11513645745402018,-0.11513989261733025,3.4351633100698775e-06
21,-171.3565426170468,0.019321217626237515,0.019324526282726677,3.3086564891621206e-06
20,-171.2124849939976,0.08175345454892144,0.08175031189626973,3.1426526517081e-06
21,-171.2124849939976,0.07200253831556606,0.0720059185186121,3.3802030460355903e-06
20,-171.06842737094837,0.03161386609515245,0.0316106386249731,3.227470179355263e-06
21,-171.06842737094837,0.1244840423497223,0.12448748414640205,3.441796679756748e-06
20,-170.92436974789916,-0.018605265458961528,-0.01860856962366874,3.3041647072122593e-06
